Major,researchExp,industryExp,toeflScore,GRE_V,GRE_Q,GRE_AWA,CGPA,University
Computer Science,0.0,0.0,104.21251509054326,148,167,4.0,3.23,North Carolina State University
Computer Science,0.0,0.0,110.0,151,164,3.5,3.65,North Carolina State University
Electrical Engineering,0.0,0.0,106.0,143,170,3.0,3.49,North Carolina State University
Computer Science,0.0,0.0,106.0,149,170,3.5,3.3,North Carolina State University
Industrial Engineering,0.0,0.0,100.0,153,157,4.5,3.49,North Carolina State University
Computer Science,0.0,0.0,113.0,151,170,4.0,3.62,North Carolina State University
Mechanical Engineering,0.0,0.0,116.0,160,164,4.0,3.65,North Carolina State University
Electrical Engineering,0.0,0.0,103.0,157,164,3.0,3.49,North Carolina State University
Computer Science,0.0,0.0,115.0,151,170,4.5,3.36,North Carolina State University
Computer Science,18.0,24.0,110.0,152,170,4.0,3.39,North Carolina State University
Industrial Engineering,0.0,0.0,108.0,156,170,3.0,3.55,North Carolina State University
Computer Science,0.0,0.0,119.0,160,170,6.0,3.49,North Carolina State University
Industrial Engineering,0.0,48.0,108.0,154,163,3.5,3.46,North Carolina State University
Electronics and Communication,0.0,0.0,106.0,151,159,3.5,3.58,North Carolina State University
Electrical Engineering,0.0,0.0,96.0,147,170,3.0,3.42,North Carolina State University
Electrical Engineering,0.0,0.0,96.0,150,160,4.0,3.23,North Carolina State University
Computer Science,0.0,0.0,104.21251509054326,157,170,5.5,2.85,North Carolina State University
Computer Science,0.0,0.0,100.0,147,170,3.0,3.74,New York University
Computer Science,2.0,7.0,115.0,158,167,4.0,3.2,New York University
Computer Science,0.0,0.0,97.0,144,170,3.0,3.07,New York University
MIS,0.0,0.0,100.0,151,157,5.0,2.9,New York University
MIS,0.0,0.0,108.0,152,170,3.5,3.23,New York University
Computer Science,0.0,0.0,104.0,143,170,4.0,3.1,New York University
Computer Science,0.0,0.0,101.0,147,170,3.0,2.55,New York University
Computer Science,0.0,0.0,109.0,160,162,3.0,3.36,New York University
Computer Science,0.0,0.0,114.0,151,170,4.5,3.07,New York University
Information Systems,0.0,0.0,102.0,142,165,3.0,3.26,New York University
Computer Science,0.0,0.0,106.0,157,164,4.0,3.1,New York University
MIS,0.0,30.0,117.0,151,170,4.5,3.07,New York University
Computer Science,0.0,0.0,111.0,140,170,3.5,2.9,New York University
Computer Science,0.0,0.0,104.0,141,170,3.5,3.36,New York University
Electrical and Computer Engineering,10.0,10.0,110.0,155,164,3.0,3.1,New York University
MIS,0.0,0.0,111.0,152,170,4.0,2.55,New York University
Computer Science,0.0,0.0,104.21251509054326,156,163,4.0,3.17,New York University
Computer Science,0.0,0.0,109.0,155,167,4.5,3.36,New York University
Computer Science,0.0,0.0,102.0,143,170,3.0,3.07,New York University
Computer Science,6.0,24.0,111.0,160,169,4.5,3.3,New York University
Computer Science,0.0,0.0,100.0,148,170,3.5,3.0,New York University
Computer Science,0.0,0.0,93.0,151,159,3.0,3.49,New York University
Information Systems,0.0,0.0,93.0,152,170,3.0,3.26,New York University
Information Systems,0.0,0.0,119.0,155,170,6.0,3.33,New York University
Computer Science,0.0,0.0,116.0,168,162,4.5,2.65,New York University
Computer Science,0.0,0.0,114.0,151,170,4.0,3.36,New York University
Computer Science,0.0,4.0,97.0,152,161,4.0,3.46,New York University
MIS,0.0,0.0,106.0,146,170,3.5,3.23,New York University
Computer Science,0.0,0.0,114.0,149,170,3.5,3.4,New York University
Computer Science,4.0,3.0,113.0,153,166,4.0,2.95,New York University
MIS,0.0,0.0,100.0,144,170,3.5,3.14,New York University
MIS,0.0,0.0,104.21251509054326,148,170,3.0,2.75,New York University
MIS,0.0,64.0,101.0,151,164,4.0,3.23,New York University
Computer Science,0.0,6.0,107.0,149,168,4.0,3.68,New York University
Aerospace Engineering,0.0,0.0,95.0,149,152,3.0,3.42,New York University
Computer Science,0.0,0.0,116.0,152,170,4.0,3.36,New York University
Computer Science,0.0,0.0,120.0,150,170,4.0,3.04,New York University
Computer Science,0.0,0.0,104.21251509054326,147,170,4.0,3.3,New York University
Computer Science,0.0,0.0,111.0,150,170,3.5,2.9,New York University
MIS,0.0,0.0,104.0,144,168,3.5,3.33,New York University
Computer Science,0.0,0.0,106.0,153,168,5.0,3.17,New York University
Computer Science,0.0,0.0,110.0,161,168,4.0,3.0,New York University
Computer Science,0.0,0.0,95.0,145,170,3.0,2.95,New York University
Computer Science,0.0,0.0,115.0,158,168,4.0,3.33,New York University
Computer Science,0.0,0.0,111.0,147,170,4.0,3.3,New York University
MIS,0.0,0.0,94.0,148,165,3.5,2.9,New York University
Information Systems,0.0,0.0,109.0,147,170,5.0,3.3,New York University
Computer Science,0.0,0.0,104.21251509054326,145,170,4.0,3.2,New York University
Electrical Engineering,0.0,0.0,91.0,146,164,3.0,3.42,New York University
Industrial Engineering,0.0,0.0,84.0,138,162,3.0,3.3,New York University
Computer Science,0.0,0.0,97.0,150,168,3.0,3.3,New York University
MIS,0.0,0.0,100.0,154,167,3.0,3.49,New York University
MIS,0.0,0.0,100.0,140,169,3.5,2.95,New York University
Computer Science,0.0,0.0,115.0,145,165,4.0,3.1,New York University
Electrical Engineering,0.0,0.0,97.0,144,170,3.0,4.0,New York University
MIS,0.0,0.0,100.0,147,162,3.5,2.9,New York University
Electronics and Communication,0.0,0.0,97.0,148,161,3.0,3.04,New York University
Computer Science,0.0,36.0,100.0,149,162,3.0,3.62,New York University
MIS,0.0,12.0,114.0,160,162,4.0,2.4,New York University
MIS,0.0,0.0,104.0,151,168,3.5,2.45,New York University
MIS,0.0,0.0,109.0,152,157,3.5,2.4,New York University
Computer Science,0.0,0.0,112.0,157,163,5.0,3.68,New York University
MIS,0.0,0.0,108.0,155,166,3.0,3.62,New York University
Computer Science,0.0,0.0,94.0,146,165,6.0,3.07,New York University
Computer Science,0.0,0.0,104.0,144,170,4.5,3.74,New York University
MIS,0.0,0.0,99.0,158,163,4.0,3.2,New York University
MIS,0.0,0.0,104.21251509054326,148,167,3.5,3.1,New York University
MIS,0.0,0.0,107.0,148,170,4.0,3.2,New York University
MIS,0.0,0.0,105.0,149,165,4.0,3.26,New York University
Computer Science,0.0,0.0,109.0,144,170,4.0,3.14,New York University
Computer Science,0.0,0.0,109.0,157,163,4.0,2.8,New York University
MIS,0.0,0.0,116.0,166,168,3.5,3.07,New York University
MIS,0.0,30.0,112.0,157,158,4.0,3.07,New York University
MIS,0.0,0.0,98.0,144,170,5.0,2.75,New York University
Computer Science,0.0,0.0,114.0,146,170,5.0,2.9,New York University
MIS,0.0,0.0,109.0,146,162,3.0,3.36,New York University
MIS,0.0,0.0,103.0,152,170,3.5,3.62,New York University
Computer Science,0.0,0.0,90.0,141,169,3.0,3.71,New York University
Computer Science,0.0,0.0,102.0,146,170,4.0,2.95,New York University
Computer Science,0.0,0.0,114.0,148,170,5.0,3.3,New York University
MIS,0.0,0.0,97.0,139,170,3.0,3.7,New York University
Electrical Engineering,24.0,3.0,114.0,157,161,4.5,3.1,New York University
Computer Science,0.0,0.0,104.21251509054326,148,160,3.0,3.17,New York University
Information Systems,0.0,0.0,108.0,148,170,3.5,3.07,New York University
Computer Science,0.0,8.0,108.0,153,165,3.0,3.3,New York University
Computer Science,0.0,0.0,109.0,144,170,3.5,3.33,New York University
MIS,0.0,0.0,112.0,145,170,4.0,2.9,New York University
Computer Science,0.0,0.0,104.0,144,170,3.5,3.3,New York University
MIS,0.0,12.0,98.0,155,163,3.0,3.42,New York University
Computer Science,0.0,0.0,103.0,149,170,3.0,3.2,New York University
Computer Science,0.0,0.0,102.0,146,170,3.5,3.23,New York University
Computer Science,0.0,0.0,104.0,151,162,3.5,3.17,New York University
MIS,0.0,0.0,100.0,147,161,3.0,3.52,New York University
Electronics and Communication,0.0,16.0,110.0,150,160,4.0,3.52,New York University
MIS,0.0,0.0,112.0,152,162,4.0,2.85,New York University
Electrical Engineering,0.0,0.0,104.21251509054326,168,166,4.5,3.0,New York University
Engineering Management,6.0,6.0,113.0,152,163,3.5,3.6,New York University
Computer Science,0.0,38.0,112.0,158,165,3.5,3.33,New York University
Computer Science,0.0,0.0,113.0,147,169,4.0,2.75,New York University
Computer Science,0.0,0.0,109.0,145,170,3.0,3.78,New York University
Information Systems,0.0,0.0,99.0,146,170,2.5,2.8,New York University
MIS,0.0,4.0,114.0,159,169,4.5,3.23,New York University
Information Systems,0.0,0.0,100.0,148,170,3.0,3.3,New York University
MIS,0.0,0.0,104.21251509054326,141,138,3.0,2.45,New York University
MIS,0.0,0.0,105.0,141,170,4.0,2.95,New York University
Computer Science,5.0,12.0,111.0,158,166,3.0,3.07,New York University
Electrical Engineering,0.0,0.0,106.0,142,170,3.5,3.33,New York University
Computer Science,0.0,0.0,112.0,145,170,4.0,3.74,New York University
MIS,0.0,0.0,105.0,141,170,3.5,3.14,New York University
Computer Science,0.0,14.0,107.0,156,169,4.0,3.36,New York University
Electrical Engineering,0.0,0.0,100.0,145,170,3.0,3.17,New York University
Information Systems,0.0,0.0,105.0,155,155,3.0,3.0,New York University
MIS,0.0,0.0,110.0,143,170,3.0,2.8,New York University
Information Systems,0.0,0.0,108.0,141,170,4.0,3.3,New York University
MIS,0.0,0.0,119.0,166,164,4.0,3.3,New York University
MIS,0.0,0.0,114.0,148,170,4.0,3.42,New York University
MIS,0.0,0.0,106.0,146,169,3.5,2.5,New York University
Computer Science,0.0,0.0,115.0,163,165,4.0,3.36,New York University
Computer Science,0.0,0.0,110.0,152,161,4.0,3.36,New York University
Computer Science,0.0,54.0,106.0,146,160,3.5,3.42,New York University
Computer Science,0.0,0.0,110.0,145,170,3.5,3.42,New York University
Computer Science,0.0,0.0,101.0,154,163,3.0,3.36,New York University
MIS,0.0,68.0,103.0,148,164,4.0,2.85,New York University
MIS,0.0,0.0,109.0,160,163,3.0,3.23,New York University
Information Systems,0.0,54.0,102.0,155,165,3.0,3.07,New York University
Computer Science,0.0,42.0,108.0,160,164,3.0,3.42,New York University
MIS,0.0,0.0,110.0,148,164,4.0,3.36,New York University
MIS,0.0,0.0,106.0,152,165,3.5,3.07,New York University
Computer Science,0.0,24.0,113.0,147,161,3.5,3.78,New York University
Computer Science,0.0,0.0,93.0,145,163,3.0,3.04,New York University
MIS,0.0,60.0,7.0,148,162,4.5,3.23,New York University
MIS,0.0,0.0,108.0,148,170,3.5,3.2,New York University
MIS,0.0,0.0,108.0,149,159,3.0,3.0,New York University
Computer Science,0.0,24.0,111.0,157,170,4.5,3.39,New York University
Computer Science,0.0,0.0,104.21251509054326,142,170,3.0,3.49,New York University
Computer Science,6.0,0.0,107.0,154,166,3.5,2.95,New York University
Computer Science,42.0,42.0,100.0,151,165,3.5,3.23,New York University
MIS,0.0,0.0,105.0,156,161,3.5,3.33,New York University
MIS,0.0,0.0,110.0,148,170,4.5,2.4,New York University
Information Systems,0.0,0.0,105.0,150,170,3.0,3.58,New York University
Computer Science,0.0,0.0,101.0,146,169,4.0,4.0,New York University
Computer Science,0.0,0.0,104.21251509054326,151,169,4.0,2.7,New York University
Computer Science,0.0,0.0,108.0,146,170,3.5,3.1,New York University
Computer Science,0.0,0.0,116.0,151,170,4.5,3.33,New York University
Engineering Management,0.0,36.0,107.0,152,168,3.0,3.23,New York University
Civil Engineering,0.0,8.0,100.0,152,159,3.5,3.23,New York University
Computer Science,0.0,33.0,104.21251509054326,152,168,4.0,3.17,New York University
Industrial Engineering,0.0,19.0,104.21251509054326,156,164,3.5,2.8,New York University
Computer Science,0.0,0.0,108.0,140,170,4.0,3.33,New York University
Computer Science,0.0,0.0,104.0,146,170,3.0,3.14,New York University
MIS,0.0,42.0,103.0,147,164,4.0,2.7,New York University
Computer Science,0.0,0.0,104.0,149,170,3.0,3.39,New York University
Computer Science,0.0,0.0,107.0,136,147,3.5,2.95,New York University
Computer Science,0.0,0.0,105.0,146,168,3.5,3.3,New York University
Electronics and Communication,0.0,0.0,106.0,146,170,3.5,2.75,New York University
Computer Science,0.0,0.0,95.0,140,166,3.0,3.2,New York University
Electrical Engineering,0.0,12.0,112.0,157,162,3.0,3.3,New York University
Computer Science,0.0,0.0,118.0,161,165,4.0,3.14,New York University
Computer Science,0.0,12.0,114.0,152,164,3.5,3.42,New York University
Computer Science,0.0,0.0,91.0,149,162,3.5,3.1,New York University
Computer Science,0.0,0.0,104.21251509054326,148,170,3.0,3.46,New York University
Computer Science,0.0,0.0,114.0,160,169,5.0,2.8,New York University
Computer Science,0.0,0.0,105.0,144,170,4.0,2.9,New York University
Computer Science,0.0,51.0,109.0,157,168,4.0,3.36,New York University
Computer Science,0.0,52.0,104.21251509054326,162,162,5.0,3.42,New York University
Computer Science,0.0,0.0,108.0,152,170,4.5,3.36,New York University
MIS,0.0,0.0,116.0,155,170,5.5,3.2,New York University
MIS,0.0,0.0,101.0,145,170,3.0,3.46,New York University
Computer Science,0.0,0.0,110.0,166,160,3.5,3.1,New York University
Computer Science,0.0,0.0,7.0,151,167,3.0,3.36,New York University
Computer Science,0.0,0.0,101.0,151,170,3.0,3.04,New York University
Computer Science,7.0,32.0,101.0,155,170,6.0,3.68,New York University
MIS,0.0,0.0,110.0,148,170,4.0,3.52,New York University
MIS,0.0,0.0,112.0,151,157,5.0,2.75,New York University
Computer Science,0.0,0.0,116.0,162,170,4.0,3.14,New York University
Computer Science,0.0,0.0,109.0,152,170,3.5,3.3,New York University
Computer Science,0.0,36.0,100.0,154,170,3.0,3.33,New York University
MIS,0.0,62.0,104.21251509054326,145,165,3.0,3.0,New York University
Information Systems,0.0,57.0,105.0,167,158,3.0,3.07,New York University
Computer Science,0.0,0.0,111.0,161,166,3.0,2.95,New York University
Computer Science,0.0,0.0,113.0,161,168,3.5,3.46,New York University
MIS,0.0,0.0,94.0,142,170,3.0,3.49,New York University
Computer Science,0.0,0.0,105.0,157,165,3.5,3.14,New York University
Computer Science,0.0,0.0,104.21251509054326,153,161,4.0,3.33,New York University
Computer Science,0.0,0.0,108.0,151,168,4.0,2.6,New York University
Computer Science,0.0,0.0,104.0,152,170,3.0,3.14,New York University
MIS,0.0,10.0,107.0,156,167,4.0,3.3,New York University
Computer Science,0.0,0.0,98.0,150,170,3.0,3.26,New York University
MIS,0.0,0.0,105.0,158,162,4.0,3.17,New York University
Computer Science,0.0,0.0,111.0,152,165,3.0,3.26,New York University
Information Systems,0.0,0.0,108.0,162,162,4.0,3.07,New York University
MIS,0.0,0.0,105.0,150,162,3.5,3.46,New York University
MIS,0.0,0.0,113.0,160,166,3.5,3.07,New York University
Computer Science,0.0,0.0,110.0,148,170,4.0,3.2,New York University
Computer Science,0.0,0.0,105.0,155,164,3.5,3.3,New York University
Computer Science,0.0,0.0,104.21251509054326,151,170,5.5,2.8,New York University
Computer Science,0.0,0.0,98.0,147,158,3.0,3.42,New York University
MIS,0.0,0.0,101.0,144,169,4.0,3.04,New York University
Information Systems,0.0,0.0,105.0,137,170,3.5,2.75,New York University
Computer Science,0.0,0.0,112.0,150,169,3.5,2.9,New York University
Computer Science,0.0,0.0,114.0,150,170,4.5,3.2,New York University
Computer Science,0.0,0.0,96.0,149,170,3.0,3.52,New York University
MIS,0.0,0.0,100.0,143,170,3.0,3.33,New York University
Computer Science,0.0,0.0,114.0,151,169,4.0,3.33,New York University
Business Analytics,0.0,0.0,110.0,156,154,3.0,3.0,New York University
Information Systems,0.0,0.0,108.0,153,163,4.5,3.14,New York University
MIS,0.0,0.0,116.0,148,170,4.5,3.36,New York University
Computer Science,0.0,0.0,107.0,153,170,3.0,3.0,New York University
Computer Science,0.0,16.0,117.0,163,164,4.0,3.3,New York University
MIS,0.0,0.0,107.0,148,170,2.5,2.75,New York University
MIS,0.0,0.0,109.0,156,164,4.5,2.9,New York University
Computer Science,0.0,0.0,105.0,152,161,3.5,3.33,New York University
Computer Science,0.0,0.0,94.0,144,170,3.5,3.49,New York University
Computer Science,0.0,0.0,114.0,148,170,4.0,3.62,New York University
Computer Science,0.0,0.0,93.0,145,169,3.0,3.3,New York University
Electrical Engineering,0.0,0.0,110.0,154,167,3.0,3.0,New York University
Computer Science,0.0,0.0,104.21251509054326,139,136,1.5,2.55,New York University
Information Systems,0.0,0.0,110.0,158,161,4.0,3.78,New York University
MIS,0.0,0.0,105.0,148,169,3.0,3.52,New York University
Computer Science,0.0,0.0,113.0,151,168,3.5,3.2,New York University
Computer Science,0.0,0.0,113.0,155,161,4.0,2.95,New York University
MIS,0.0,0.0,103.0,141,170,3.0,3.1,New York University
Computer Science,2.0,20.0,108.0,155,164,4.5,3.52,New York University
MIS,0.0,0.0,110.0,155,170,4.0,2.85,New York University
Computer Science,0.0,0.0,112.0,154,167,3.0,3.42,New York University
MIS,0.0,0.0,97.0,140,169,3.0,3.1,New York University
Computer Science,0.0,21.0,108.0,151,168,3.5,3.07,New York University
Computer Science,0.0,42.0,103.0,151,161,3.0,3.39,New York University
Computer Science,0.0,0.0,113.0,152,170,4.5,2.9,New York University
Computer Science,0.0,0.0,104.21251509054326,158,170,5.5,2.7,New York University
Computer Science,0.0,0.0,106.0,159,166,4.0,3.0,New York University
Computer Science,0.0,0.0,114.0,156,168,3.5,3.46,New York University
MIS,0.0,0.0,101.0,146,170,3.0,3.26,New York University
Computer Science,0.0,0.0,109.0,151,170,4.0,3.42,New York University
Computer Science,36.0,58.0,106.0,148,163,4.0,3.94,New York University
Computer Science,0.0,29.0,104.0,150,167,4.0,3.49,New York University
Computer Science,0.0,0.0,109.0,145,170,3.5,3.07,New York University
MIS,0.0,0.0,104.0,147,170,4.0,2.95,New York University
Computer Science,0.0,0.0,114.0,149,170,4.0,3.39,New York University
Computer Science,0.0,0.0,103.0,157,168,3.0,3.3,New York University
Computer Science,0.0,0.0,104.0,147,170,3.0,3.55,New York University
Computer Science,0.0,0.0,113.0,152,170,4.0,3.52,New York University
Computer Science,0.0,0.0,110.0,151,164,3.5,3.65,New York University
Computer Science,0.0,0.0,114.0,147,170,3.5,3.23,New York University
Computer Science,0.0,0.0,112.0,166,166,4.5,3.23,New York University
Industrial Engineering,0.0,0.0,105.0,142,170,3.0,3.33,New Jersey Institute of Technology
Computer Science,0.0,0.0,91.0,144,159,2.5,2.95,New Jersey Institute of Technology
Computer Science,0.0,0.0,101.0,146,169,4.5,3.0,New Jersey Institute of Technology
Biomedical Engineering,0.0,0.0,91.0,141,168,3.0,3.1,New Jersey Institute of Technology
Biomedical Engineering,0.0,0.0,91.0,141,168,3.0,2.95,New Jersey Institute of Technology
Computer Science,0.0,0.0,102.0,149,150,3.5,2.85,New Jersey Institute of Technology
Electronics and Communication,0.0,0.0,112.0,147,170,4.5,3.0,New Jersey Institute of Technology
Electrical Engineering,0.0,0.0,106.0,138,170,3.5,2.75,New Jersey Institute of Technology
Computer Science,0.0,0.0,85.0,136,166,2.5,3.07,New Jersey Institute of Technology
Computer Science,0.0,0.0,102.0,145,159,3.5,2.6,New Jersey Institute of Technology
Information Systems,0.0,0.0,102.0,142,165,3.0,3.26,New Jersey Institute of Technology
Computer Science,0.0,0.0,104.21251509054326,150,156,4.0,3.26,New Jersey Institute of Technology
Computer Science,0.0,0.0,111.0,154,161,3.5,3.62,New Jersey Institute of Technology
Industrial Engineering,0.0,0.0,91.0,136,168,3.0,3.3,New Jersey Institute of Technology
Electrical Engineering,0.0,0.0,84.0,144,161,3.0,3.0,New Jersey Institute of Technology
Computer Science,0.0,16.0,92.0,141,162,3.0,3.07,New Jersey Institute of Technology
Electrical Engineering,0.0,0.0,104.0,146,170,4.0,2.75,New Jersey Institute of Technology
Computer Science,0.0,0.0,94.0,145,170,3.5,3.3,New Jersey Institute of Technology
Computer Science,0.0,0.0,105.0,152,161,3.5,2.5,New Jersey Institute of Technology
Computer Science,0.0,0.0,87.0,134,170,3.0,2.8,New Jersey Institute of Technology
MIS,0.0,12.0,95.0,145,158,3.0,2.3,New Jersey Institute of Technology
Industrial Engineering,0.0,0.0,81.0,144,162,3.0,2.3,New Jersey Institute of Technology
Civil Engineering,0.0,0.0,95.0,151,165,2.5,2.95,New Jersey Institute of Technology
Information Systems,0.0,0.0,104.0,156,167,3.5,2.55,New Jersey Institute of Technology
Computer Science,0.0,0.0,106.0,141,165,4.0,3.65,New Jersey Institute of Technology
Computer Science,0.0,0.0,80.0,140,149,2.5,2.7,New Jersey Institute of Technology
Computer Science,0.0,0.0,88.0,144,152,3.0,3.42,New Jersey Institute of Technology
Computer Science,0.0,0.0,87.0,144,162,3.0,2.95,New Jersey Institute of Technology
Computer Science,0.0,0.0,98.0,142,162,3.0,3.46,New Jersey Institute of Technology
Industrial Engineering,0.0,0.0,95.0,145,170,3.0,2.75,New Jersey Institute of Technology
MIS,0.0,0.0,94.0,147,160,3.0,3.3,New Jersey Institute of Technology
Computer Science,0.0,0.0,85.0,143,170,2.5,3.4,New Jersey Institute of Technology
Electronics and Communication,0.0,0.0,103.0,149,156,3.0,3.26,New Jersey Institute of Technology
Industrial Engineering,0.0,0.0,92.0,140,154,3.0,3.42,New Jersey Institute of Technology
MIS,0.0,26.0,82.0,144,155,2.5,3.1,New Jersey Institute of Technology
Computer Science,0.0,24.0,103.0,152,165,3.0,2.8,New Jersey Institute of Technology
Mechanical Engineering,0.0,0.0,96.0,149,165,3.0,3.17,New Jersey Institute of Technology
Industrial Engineering,0.0,0.0,95.0,147,165,3.5,2.8,New Jersey Institute of Technology
Electrical Engineering,0.0,0.0,105.0,144,153,3.0,3.1,New Jersey Institute of Technology
Computer Science,0.0,0.0,99.0,146,161,3.0,2.8,New Jersey Institute of Technology
Industrial Engineering,0.0,0.0,110.0,155,164,4.0,2.8,New Jersey Institute of Technology
Computer Science,0.0,0.0,104.21251509054326,138,170,3.0,3.17,New Jersey Institute of Technology
Computer Science,0.0,0.0,93.0,150,158,3.0,3.2,New Jersey Institute of Technology
Industrial Engineering,0.0,0.0,89.0,145,159,3.0,3.2,New Jersey Institute of Technology
Information Systems,0.0,41.0,108.0,152,161,4.0,3.23,New Jersey Institute of Technology
Computer Science,0.0,0.0,107.0,141,170,3.0,2.6,New Jersey Institute of Technology
Computer Science,0.0,0.0,94.0,141,168,3.5,3.36,New Jersey Institute of Technology
Computer Science,0.0,0.0,104.0,144,169,3.0,2.45,New Jersey Institute of Technology
Computer Science,0.0,0.0,99.0,145,154,4.0,3.14,New Jersey Institute of Technology
Computer Science,0.0,0.0,101.0,144,161,3.5,3.07,New Jersey Institute of Technology
Mechanical Engineering,0.0,0.0,104.21251509054326,150,154,3.0,2.75,New Jersey Institute of Technology
Mechanical Engineering,0.0,0.0,89.0,146,163,3.0,2.75,New Jersey Institute of Technology
Computer Science,0.0,0.0,99.0,143,154,3.5,3.04,New Jersey Institute of Technology
Information Systems,0.0,0.0,83.0,138,167,3.5,2.55,New Jersey Institute of Technology
MIS,0.0,16.0,101.0,149,155,4.0,2.3,New Jersey Institute of Technology
Computer Science,0.0,0.0,94.0,141,167,3.0,2.75,New Jersey Institute of Technology
Computer Science,0.0,0.0,104.21251509054326,152,168,3.5,2.7,New Jersey Institute of Technology
Computer Science,0.0,0.0,89.0,136,168,3.0,2.75,New Jersey Institute of Technology
Biomedical Engineering,0.0,0.0,110.0,146,163,3.0,3.17,New Jersey Institute of Technology
Electrical Engineering,0.0,0.0,99.0,138,169,3.5,3.26,New Jersey Institute of Technology
Computer Science,0.0,41.0,92.0,147,157,3.0,2.5,New Jersey Institute of Technology
Computer Science,0.0,0.0,100.0,137,170,3.0,3.42,New Jersey Institute of Technology
Computer Science,0.0,0.0,103.0,149,157,3.0,3.26,New Jersey Institute of Technology
Electronics and Communication,0.0,0.0,81.0,139,162,2.5,3.04,New Jersey Institute of Technology
Electrical Engineering,0.0,0.0,84.0,136,168,3.0,3.3,New Jersey Institute of Technology
Computer Science,0.0,0.0,114.0,142,170,5.0,2.6,New Jersey Institute of Technology
Computer Science,0.0,0.0,80.0,137,149,3.5,3.36,New Jersey Institute of Technology
Computer Science,0.0,0.0,99.0,146,157,3.0,3.36,New Jersey Institute of Technology
Computer Science,0.0,0.0,105.0,151,155,3.0,2.45,New Jersey Institute of Technology
Computer Science,0.0,0.0,87.0,137,168,3.0,3.1,New Jersey Institute of Technology
Computer Science,0.0,0.0,105.0,149,150,2.5,2.9,New Jersey Institute of Technology
Computer Science,0.0,0.0,105.0,138,166,3.0,2.4,New Jersey Institute of Technology
Electrical Engineering,0.0,0.0,106.0,142,170,4.0,3.55,New Jersey Institute of Technology
MIS,0.0,0.0,103.0,143,148,4.5,3.07,New Jersey Institute of Technology
MIS,0.0,24.0,91.0,147,151,3.0,3.1,New Jersey Institute of Technology
Electronics and Communication,0.0,0.0,80.0,146,161,3.0,3.14,New Jersey Institute of Technology
MIS,0.0,0.0,104.0,138,160,3.0,2.6,New Jersey Institute of Technology
Civil Engineering,0.0,36.0,96.0,148,155,3.5,3.42,New Jersey Institute of Technology
Electrical Engineering,0.0,0.0,107.0,145,155,4.0,2.95,New Jersey Institute of Technology
Industrial Engineering,0.0,12.0,104.21251509054326,147,158,3.0,2.9,New Jersey Institute of Technology
Electronics and Communication,0.0,0.0,104.21251509054326,142,157,4.0,2.95,New Jersey Institute of Technology
Mechanical Engineering,0.0,12.0,95.0,142,160,3.0,3.2,New Jersey Institute of Technology
Computer Science,0.0,0.0,90.0,139,169,3.0,3.07,New Jersey Institute of Technology
Chemical Engineering,0.0,0.0,86.0,147,159,3.0,3.55,New Jersey Institute of Technology
Computer Science,0.0,90.0,99.0,148,161,3.0,3.14,New Jersey Institute of Technology
Electrical Engineering,0.0,0.0,91.0,143,162,3.0,3.2,New Jersey Institute of Technology
Computer Science,0.0,0.0,94.0,137,169,3.0,3.17,New Jersey Institute of Technology
Electronics and Communication,0.0,0.0,96.0,139,170,2.5,3.14,New Jersey Institute of Technology
Computer Science,0.0,0.0,95.0,151,170,3.5,3.39,New Jersey Institute of Technology
Biomedical Engineering,0.0,0.0,105.0,141,167,3.0,3.52,New Jersey Institute of Technology
Engineering Management,0.0,0.0,111.0,152,170,3.5,2.35,New Jersey Institute of Technology
Computer Science,0.0,0.0,104.0,152,170,3.5,3.0,New Jersey Institute of Technology
Electrical Engineering,0.0,0.0,100.0,141,169,3.5,2.7,New Jersey Institute of Technology
Electrical Engineering,0.0,36.0,96.0,144,161,3.0,2.55,New Jersey Institute of Technology
Electronics and Communication,0.0,0.0,106.0,148,169,4.0,3.62,New Jersey Institute of Technology
MIS,0.0,0.0,100.0,150,160,3.5,3.26,New Jersey Institute of Technology
Industrial Engineering,0.0,0.0,92.0,136,161,2.5,3.14,New Jersey Institute of Technology
Computer Science,0.0,0.0,104.21251509054326,140,169,3.0,3.17,New Jersey Institute of Technology
Electronics and Communication,0.0,0.0,99.0,141,163,3.0,2.75,New Jersey Institute of Technology
Computer Science,0.0,0.0,96.0,145,164,3.0,3.04,New Jersey Institute of Technology
Electrical Engineering,0.0,0.0,99.0,136,170,2.5,3.17,New Jersey Institute of Technology
Electrical Engineering,0.0,0.0,86.0,144,167,2.5,3.33,New Jersey Institute of Technology
Computer Science,0.0,0.0,7.0,143,157,3.0,3.33,New Jersey Institute of Technology
Computer Science,0.0,0.0,92.0,142,154,3.0,3.2,New Jersey Institute of Technology
Computer Science,0.0,0.0,95.0,146,168,2.5,3.14,New Jersey Institute of Technology
Electrical Engineering,0.0,0.0,98.0,148,153,3.0,3.42,New Jersey Institute of Technology
Computer Science,0.0,0.0,92.0,137,170,3.5,3.46,New Jersey Institute of Technology
Computer Science,0.0,0.0,96.0,144,170,3.0,2.35,New Jersey Institute of Technology
Electronics and Communication,0.0,0.0,85.0,136,160,2.5,2.8,New Jersey Institute of Technology
Computer Science,0.0,0.0,80.0,136,165,2.5,3.1,New Jersey Institute of Technology
Computer Science,0.0,0.0,104.21251509054326,136,166,2.5,2.5,New Jersey Institute of Technology
